HDOP,x,y,time,timestamp,altid,slope,sin_aspect,elevation,cos_aspect,veg_class,used
1.9,700397.4251,4559161.054,18991230,11/13/2014,P053,11.628,0.0307,2167.48,1.2458,Herbaceous - shrub-steppe,1
1.9,705248.9428,4537781.261,18991230,11/1/2015,P053,28.8398,1.9589,2545.73,1.2839,Herbaceous - shrub-steppe,1
1.9,674100.9097,4576955.954,18991230,11/6/2014,P053,13.1218,0.0461,2045.31,1.3001,Herbaceous - shrub-steppe,1
1.9,671028.7448,4581381.939,18991230,10/21/2015,P053,8.9955,0.0758,2120.81,1.3819,Herbaceous - shrub-steppe,1
1.9,674323.6565,4577095.719,18991230,11/8/2014,P053,28.5736,1.8909,2012.18,1.4542,Herbaceous - shrub-steppe,1
1.9,658486.5852,4600043.636,18991230,10/15/2014,P053,20.6304,0.1103,2157.52,1.4565,Herbaceous - shrub-steppe,1
1.9,663908.1736,4588651.053,18991230,10/22/2014,P053,24.9714,1.8811,2212.43,1.4729,Herbaceous - shrub-steppe,1
1.9,670721.9089,4581511.343,18991230,10/23/2014,P053,13.5463,1.837,2174.67,1.5472,Herbaceous - shrub-steppe,1
1.9,674432.8714,4577324.965,18991230,11/8/2014,P053,41.5151,1.8229,1954.99,1.5682,Herbaceous - shrub-steppe,1
1.9,658576.8971,4599997.859,18991230,10/15/2014,P053,25.6558,1.8072,2154.63,1.5903,Herbaceous - shrub-steppe,1
1.9,661680.5504,4592599.846,18991230,10/18/2015,P053,18.2357,1.7786,2321.42,1.6276,Herbaceous - shrub-steppe,1
1.9,626499.1514,4608033.751,18991230,10/8/2014,P053,9.9426,1.7482,2037.69,1.6635,Herbaceous - shrub-steppe,1
1.9,636786.8302,4608038.945,18991230,10/14/2015,P053,12.9636,0.259,1998.91,1.6715,Herbaceous - shrub-steppe,1
1.9,658540.7258,4600465.825,18991230,10/16/2015,P053,23.4647,0.2833,2143.46,1.6974,Herbaceous - shrub-steppe,1
1.9,636789.7405,4608061.213,18991230,10/14/2015,P053,9.8891,1.6281,2000.8,1.7781,Herbaceous - shrub-steppe,1
1.9,673502.7856,4577910.326,18991230,11/1/2014,P053,25.5452,1.62,2063.01,1.7846,Herbaceous - shrub-steppe,1
1.9,662158.0587,4590346.695,18991230,10/20/2014,P053,18.708,1.4565,2224.25,1.8897,Herbaceous - shrub-steppe,1
1.9,659833.5116,4597114.17,18991230,10/18/2014,P053,12.2784,0.5925,2226.69,1.9132,Herbaceous - shrub-steppe,1
1.9,692363.9368,4568740.865,18991230,10/26/2015,P053,14.5114,0.6488,2038.61,1.9363,Herbaceous - shrub-steppe,1
1.9,674119.4862,4576879.748,18991230,11/4/2014,P053,23.0698,0.6617,2021.58,1.941,Herbaceous - shrub-steppe,1
1.9,674583.1747,4577377.459,18991230,11/9/2014,P053,10.4358,1.3326,2050.56,1.9431,Herbaceous - shrub-steppe,1
1.9,658555.0328,4599967.386,18991230,10/16/2014,P053,16.0795,0.6777,2144.9,1.9466,Herbaceous - shrub-steppe,1
1.9,620137.9038,4611698.31,18991230,10/7/2014,P053,15.7835,1.2893,1942.89,1.9572,Herbaceous - shrub-steppe,1
1.9,657137.9971,4601299.296,18991230,10/13/2014,P053,21.1422,1.2614,2122.36,1.9652,Herbaceous - shrub-steppe,1
1.9,674150.1447,4576928.252,18991230,11/5/2014,P053,16.2652,0.7627,2040.39,1.9714,Herbaceous - shrub-steppe,1
1.9,674349.9954,4576696.43,18991230,10/28/2014,P053,29.802,0.8426,1991.12,1.9875,Open tree canopy,1
1.9,674349.9954,4576696.43,18991230,10/29/2014,P053,29.802,0.8426,1991.12,1.9875,Open tree canopy,1
1.9,618675.8877,4611454.097,18991230,10/9/2015,P053,19.2751,1.0041,2004.07,0,Shrubland,1
1.9,703594.426,4552703.926,18991230,11/14/2014,P053,4.0303,1.2727,2170.45,0.0379,Shrubland,1
1.9,703310.637,4553781.587,18991230,11/14/2014,P053,20.6058,1.3767,2211.18,0.0736,Shrubland,1
1.9,674537.1181,4577273.038,18991230,11/9/2014,P053,37.8197,1.4433,1999.61,0.1036,Shrubland,1
1.9,705284.6299,4551087.809,18991230,11/15/2014,P053,12.9826,1.511,2228.33,0.1404,Shrubland,1
1.9,673282.6803,4578046.149,18991230,10/25/2014,P053,13.806,0.3909,2072.53,0.2069,Shrubland,1
1.9,674465.8781,4577484.617,18991230,10/31/2014,P053,31.9846,0.3488,2029.49,0.2411,Shrubland,1
1.9,674567.3353,4577200.445,18991230,10/29/2014,P053,24.1231,0.1605,1990.96,0.4566,Shrubland,1
1.9,674552.9135,4577486.71,18991230,11/8/2014,P053,11.4604,0.0582,2061.6,0.6639,Shrubland,1
1.9,690621.1179,4573774.615,18991230,11/12/2014,P053,17.1254,0.0325,2085.4,0.7473,Shrubland,1
1.9,705540.3834,4550392.755,18991230,11/15/2014,P053,12.0626,1.8927,2133.56,1.4507,Shrubland,1
1.9,648116.4814,4606714.03,18991230,10/11/2014,P053,1.8121,1.8887,1885.27,1.4586,Shrubland,1
1.9,692157.0712,4569207.59,18991230,10/26/2015,P053,17.1095,1.7335,2007.09,1.6797,Shrubland,1
1.9,674557.3921,4577683.446,18991230,11/11/2014,P053,15.6651,1.3161,2085.52,1.9487,Shrubland,1
1.8,670414.7541,4582010.671,18991230,10/23/2014,P053,8.0495,1.9151,2133.65,0.5968,Herbaceous - grassland,1
1.8,663920.9888,4588675.782,18991230,10/22/2014,P053,19.2039,0.9419,2210.32,0.0017,Herbaceous - shrub-steppe,1
1.8,658569.9406,4599858.854,18991230,10/17/2014,P053,16.7921,0.9192,2179.42,0.0033,Herbaceous - shrub-steppe,1
1.8,661918.3414,4592316.36,18991230,10/18/2015,P053,20.7073,0.8909,2218.03,0.006,Herbaceous - shrub-steppe,1
1.8,657318.3695,4601178.824,18991230,10/14/2014,P053,2.9111,1.2431,2084.25,0.03,Herbaceous - shrub-steppe,1
1.8,658744.7752,4599689.417,18991230,10/17/2014,P053,12.7226,0.6608,2233.74,0.0593,Herbaceous - shrub-steppe,1
1.8,658742.2724,4599689.362,18991230,10/16/2014,P053,12.7226,0.6608,2233.74,0.0593,Herbaceous - shrub-steppe,1
1.8,604751.415,4609439.532,18991230,10/5/2014,P053,33.6497,0.6038,2024.54,0.0818,Herbaceous - shrub-steppe,1
1.8,626493.3972,4608029.207,18991230,10/8/2014,P053,11.2853,0.5882,2036.56,0.0887,Herbaceous - shrub-steppe,1
1.8,672699.6729,4580482.86,18991230,10/22/2015,P053,9.1364,0.5097,2121.95,0.1284,Herbaceous - shrub-steppe,1
1.8,700748.7563,4558110.722,18991230,11/13/2014,P053,13.6233,0.4687,2220.91,0.1528,Herbaceous - shrub-steppe,1
1.8,658389.5663,4600432.508,18991230,10/14/2014,P053,18.0151,1.5488,2167.86,0.164,Herbaceous - shrub-steppe,1
1.8,673379.0511,4577797.391,18991230,11/1/2014,P053,12.1701,1.6225,2114.33,0.2173,Herbaceous - shrub-steppe,1
1.8,608593.4299,4612010.777,18991230,10/8/2015,P053,15.2603,1.6986,2043.56,0.2844,Herbaceous - shrub-steppe,1
1.8,674489.3187,4577415.194,18991230,11/7/2014,P053,35.9793,0.2264,2025.05,0.3664,Herbaceous - shrub-steppe,1
1.8,608843.8425,4612084.532,18991230,10/6/2014,P053,17.1796,1.883,2029.31,0.5307,Herbaceous - shrub-steppe,1
1.8,674495.6827,4577289.816,18991230,10/28/2014,P053,43.8243,0.0916,1981.66,0.5819,Herbaceous - shrub-steppe,1
1.8,624216.6518,4609895.27,18991230,10/10/2015,P053,9.457,1.9146,1913.93,0.5955,Herbaceous - shrub-steppe,1
1.8,674011.5288,4576981.583,18991230,11/4/2014,P053,13.225,0.0779,2045.71,0.613,Herbaceous - shrub-steppe,1
1.8,677568.6964,4577265.48,18991230,10/23/2015,P053,14.2941,1.926,1981.66,0.6225,Herbaceous - shrub-steppe,1
1.8,674325.3345,4577200.183,18991230,11/8/2014,P053,18.0138,0.068,1989.37,0.6376,Herbaceous - shrub-steppe,1
1.8,608043.4773,4611197.36,18991230,10/6/2014,P053,24.2474,1.933,2159.84,0.64,Herbaceous - shrub-steppe,1
1.8,631540.9613,4610165.621,18991230,10/9/2014,P053,16.6009,1.9732,2118.15,0.77,Herbaceous - shrub-steppe,1
1.8,674289.9072,4577176.004,18991230,10/29/2014,P053,14.6105,0.0096,2002.94,0.862,Herbaceous - shrub-steppe,1
1.8,626851.1934,4608298.727,18991230,10/11/2015,P053,15.6033,1.9957,2088.14,0.9076,Herbaceous - shrub-steppe,1
1.8,629156.962,4609106.13,18991230,10/9/2014,P053,3.3529,1.9684,2017.6,1.2493,Herbaceous - shrub-steppe,1
1.8,671766.4621,4580905.043,18991230,10/24/2014,P053,19.8307,0.0358,2110.55,1.2653,Herbaceous - shrub-steppe,1
1.8,671766.4621,4580905.043,18991230,10/25/2014,P053,19.8307,0.0358,2110.55,1.2653,Herbaceous - shrub-steppe,1
1.8,703709.5845,4534246.314,18991230,11/2/2015,P053,27.8542,0.1007,2636.15,1.4374,Herbaceous - shrub-steppe,1
1.8,662542.7804,4588699.102,18991230,10/21/2014,P053,19.8817,1.8272,2148.12,1.5619,Herbaceous - shrub-steppe,1
1.8,674047.0746,4578257.74,18991230,11/10/2014,P053,27.7545,1.8165,2036.28,1.5774,Herbaceous - shrub-steppe,1
1.8,674510.2478,4577241.287,18991230,11/9/2014,P053,35.2977,0.4035,1971.23,1.8026,Herbaceous - shrub-steppe,1
1.8,674033.4014,4578129.659,18991230,11/11/2014,P053,13.6893,1.5283,2071.65,1.8491,Herbaceous - shrub-steppe,1
1.8,659789.389,4596882.143,18991230,10/19/2014,P053,20.8353,1.4805,2251.66,1.877,Herbaceous - shrub-steppe,1
1.8,620261.6354,4611671.507,18991230,10/7/2014,P053,19.7891,1.4315,1958.69,1.9021,Herbaceous - shrub-steppe,1
1.8,603769.7833,4609912.784,18991230,10/5/2014,P053,9.1944,0.5717,1998.83,1.9037,Herbaceous - shrub-steppe,1
1.8,674189.343,4577004.734,18991230,10/28/2014,P053,15.0152,0.5794,2055.34,1.9073,Herbaceous - shrub-steppe,1
1.8,658608.8843,4599909.698,18991230,10/17/2014,P053,31.3883,1.3836,2154.74,1.9235,Herbaceous - shrub-steppe,1
1.8,692447.929,4568894.187,18991230,10/26/2015,P053,17.8081,0.6678,1985.57,1.9432,Herbaceous - shrub-steppe,1
1.8,674414.6781,4577524.489,18991230,10/29/2014,P053,27.0482,1.1533,2007.35,1.9882,Herbaceous - shrub-steppe,1
1.8,661220.0429,4593803.677,18991230,10/19/2014,P053,6.696,1.0795,2477.83,1.9968,Herbaceous - shrub-steppe,1
1.8,674489.2639,4577312.99,18991230,10/27/2014,P053,35.7253,1.0364,1988.11,1.9993,Herbaceous - shrub-steppe,1
1.8,673959.201,4576963.666,18991230,11/6/2014,P053,10.5094,1.101,2046.02,0.0051,Open tree canopy,1
1.8,674084.9353,4576818.932,18991230,11/3/2014,P053,14.2171,1.1171,1998,0.0069,Open tree canopy,1
1.8,673996.1859,4576957.887,18991230,11/3/2014,P053,18.5511,1.2491,2040.16,0.0315,Open tree canopy,1
1.8,704941.7733,4539523.776,18991230,11/1/2015,P053,15.342,0.0563,2382.81,1.3308,Open tree canopy,1
1.8,658542.5652,4600458.09,18991230,10/16/2015,P053,24.8427,0.08,2147.36,1.3919,Open tree canopy,1
1.8,674036.4569,4576849.985,18991230,11/2/2014,P053,22.5067,1.1618,2021.09,1.9868,Open tree canopy,1
1.8,618669.2071,4611455.098,18991230,10/9/2015,P053,19.2751,1.0041,2004.07,0,Shrubland,1
1.8,674390.7626,4577439.486,18991230,11/7/2014,P053,29.1009,0.9257,1969.7,0.0028,Shrubland,1
1.8,674402.399,4577443.099,18991230,11/7/2014,P053,30.2029,0.6919,1974.29,0.0486,Shrubland,1
1.8,674401.6688,4577438.638,18991230,11/7/2014,P053,30.2029,0.6919,1974.29,0.0486,Shrubland,1
1.8,673311.2408,4578112.373,18991230,10/25/2014,P053,31.4509,1.4973,2084.91,0.1324,Shrubland,1
1.8,692327.5107,4569072.103,18991230,10/26/2015,P053,16.7758,1.5219,1981.15,0.147,Shrubland,1
1.8,674038.4447,4578198.656,18991230,11/1/2014,P053,31.3039,1.5385,2049.37,0.1574,Shrubland,1
1.8,703607.0854,4552702.056,18991230,11/14/2014,P053,4.4127,0.4168,2171.45,0.1877,Shrubland,1
1.8,674328.7252,4577163.605,18991230,11/8/2014,P053,13.357,1.6204,2000.02,0.2157,Shrubland,1
1.8,655256.3144,4603387.873,18991230,10/12/2014,P053,12.6143,0.3268,2065.93,0.2605,Shrubland,1
1.8,674519.463,4577275.946,18991230,10/28/2014,P053,32.2774,0.2347,1991,0.3563,Shrubland,1
1.8,674401.7853,4577468.635,18991230,11/6/2014,P053,30.1581,1.8319,1981.41,0.4451,Shrubland,1
1.8,674399.5148,4577458.582,18991230,11/7/2014,P053,30.4725,1.8442,1978.89,0.464,Shrubland,1
1.8,674254.3464,4577157.375,18991230,10/31/2014,P053,23.5266,0.1553,2018.4,0.4648,Shrubland,1
1.8,674259.9915,4577166.398,18991230,10/31/2014,P053,21.3708,0.0692,2011.81,0.6346,Shrubland,1
1.8,674419.0299,4577447.942,18991230,11/7/2014,P053,36.6493,0,1990.8,0.9933,Shrubland,1
1.8,674436.1966,4577535.004,18991230,10/30/2014,P053,30.2307,2,2018.25,1.009,Shrubland,1
1.8,674034.7603,4577584.244,18991230,11/1/2014,P053,11.8786,1.9949,2021.61,1.1012,Shrubland,1
1.8,674312.8838,4577823.096,18991230,11/10/2014,P053,43.998,1.9879,1999.23,1.1553,Shrubland,1
1.8,620624.7992,4611077.89,18991230,10/7/2014,P053,9.0087,0.1149,1985.93,1.4654,Shrubland,1
1.8,674462.9059,4577573.417,18991230,11/12/2014,P053,15.5496,0.1427,2043.63,1.5149,Shrubland,1
1.8,673322.0927,4578113.744,18991230,10/26/2014,P053,31.2985,0.1654,2089.58,1.5509,Shrubland,1
1.8,674510.6147,4577400.153,18991230,11/7/2014,P053,29.6482,1.8204,2026.87,1.5718,Shrubland,1
1.8,674452.7359,4577404.316,18991230,10/27/2014,P053,25.3487,1.7974,1994.24,1.6035,Shrubland,1
1.8,704849.5599,4539660.091,18991230,11/16/2014,P053,16.1217,0.2128,2402.38,1.6167,Shrubland,1
1.8,692027.5084,4569923.01,18991230,10/26/2015,P053,12.1694,1.6862,2135.8,1.7275,Shrubland,1
1.8,692027.5377,4569921.899,18991230,10/26/2015,P053,12.1694,1.6862,2136.77,1.7275,Shrubland,1
1.8,691663.4551,4570725.574,18991230,10/25/2015,P053,22.0273,1.5582,2202.56,1.8297,Shrubland,1
1.8,624332.9416,4609916.162,18991230,10/7/2014,P053,4.661,0.5325,1919.08,1.884,Shrubland,1
1.8,674530.9495,4577425.082,18991230,11/8/2014,P053,27.78,0.5899,2050.12,1.912,Shrubland,1
1.8,674020.1438,4576831.82,18991230,11/3/2014,P053,22.1038,1.1518,2017.91,1.9884,Shrubland,1
1.7,666822.3774,4586007.217,18991230,10/22/2014,P053,25.6724,1.9935,2101.43,1.114,Herbaceous - grassland,1
1.7,669480.297,4582322.015,18991230,10/20/2015,P053,15.0811,1.8706,2152.62,1.4921,Herbaceous - grassland,1
1.7,670387.1769,4581866.72,18991230,10/23/2014,P053,17.8079,0.4983,2164.64,1.8651,Herbaceous - grassland,1
1.7,689669.6311,4574111.909,18991230,10/25/2015,P053,18.8897,0.9634,2056.2,0.0007,Herbaceous - shrub-steppe,1
1.7,674409.4481,4577358.84,18991230,10/31/2014,P053,29.1061,0.9424,1953.9,0.0017,Herbaceous - shrub-steppe,1
1.7,658439.7182,4600466.935,18991230,10/15/2014,P053,23.6852,1.0687,2160.28,0.0024,Herbaceous - shrub-steppe,1
1.7,624217.9362,4610061.881,18991230,10/10/2015,P053,3.2482,0.7227,1904.93,0.0392,Herbaceous - shrub-steppe,1
1.7,674419.2337,4577404.622,18991230,10/27/2014,P053,37.9333,0.7182,1975.24,0.0405,Herbaceous - shrub-steppe,1
1.7,674090.6076,4576826.844,18991230,11/3/2014,P053,16.6206,1.3292,2000.34,0.0558,Herbaceous - shrub-steppe,1
1.7,674105.1143,4577932.53,18991230,11/1/2014,P053,26.0427,0.5903,2020.45,0.0878,Herbaceous - shrub-steppe,1
1.7,658715.2798,4599664.329,18991230,10/16/2014,P053,21.7965,0.5755,2226.17,0.0946,Herbaceous - shrub-steppe,1
1.7,671929.7308,4580761.166,18991230,10/24/2014,P053,15.1176,0.422,2093.41,0.1839,Herbaceous - shrub-steppe,1
1.7,631714.1067,4609902.24,18991230,10/10/2014,P053,9.1302,0.2854,2168.74,0.3004,Herbaceous - shrub-steppe,1
1.7,626521.2836,4608007.486,18991230,10/8/2014,P053,23.4266,1.7179,2034.06,0.3038,Herbaceous - shrub-steppe,1
1.7,626332.8888,4607961.969,18991230,10/8/2014,P053,10.1149,0.2349,2019.92,0.3561,Herbaceous - shrub-steppe,1
1.7,631686.4466,4610138.299,18991230,10/10/2014,P053,24.7319,0.1722,2143.91,0.439,Herbaceous - shrub-steppe,1
1.7,662362.559,4589949.169,18991230,10/21/2014,P053,15.5739,1.8823,2232.43,0.5294,Herbaceous - shrub-steppe,1
1.7,662424.0533,4590039.416,18991230,10/20/2014,P053,12.1294,0.1023,2256.64,0.5594,Herbaceous - shrub-steppe,1
1.7,607777.0895,4610798.017,18991230,10/6/2014,P053,8.9813,1.8995,2121.45,0.563,Herbaceous - shrub-steppe,1
1.7,626851.2622,4608342.042,18991230,10/11/2015,P053,19.6083,1.9132,2098.68,0.5926,Herbaceous - shrub-steppe,1
1.7,674330.3559,4577200.304,18991230,11/9/2014,P053,18.0138,0.068,1989.37,0.6376,Herbaceous - shrub-steppe,1
1.7,674500.7575,4577287.716,18991230,10/28/2014,P053,35.4022,0.0674,1985.99,0.6391,Herbaceous - shrub-steppe,1
1.7,626505.1792,4608022.751,18991230,10/8/2014,P053,7.9282,0.0108,2039.26,0.8533,Herbaceous - shrub-steppe,1
1.7,674289.9338,4577174.893,18991230,10/29/2014,P053,14.6105,0.0096,2002.94,0.862,Herbaceous - shrub-steppe,1
1.7,674351.8388,4577177.491,18991230,10/27/2014,P053,24.4209,1.9984,1993.8,0.9434,Herbaceous - shrub-steppe,1
1.7,624232.1085,4610013.26,18991230,10/10/2015,P053,4.2128,1.9993,1906.17,1.0368,Herbaceous - shrub-steppe,1
1.7,673181.9716,4578055.964,18991230,10/26/2014,P053,27.3895,1.9988,2103.47,1.0495,Herbaceous - shrub-steppe,1
1.7,671770.6445,4580905.142,18991230,10/24/2014,P053,15.1259,0.01,2109.82,1.1411,Herbaceous - shrub-steppe,1
1.7,661592.2164,4592738.944,18991230,10/18/2015,P053,29.0934,0.0322,2375.27,1.2518,Herbaceous - shrub-steppe,1
1.7,674427.4691,4577410.374,18991230,11/7/2014,P053,34.9365,0.0323,1984.6,1.2521,Herbaceous - shrub-steppe,1
1.7,670752.0454,4581510.942,18991230,10/23/2014,P053,13.4513,1.9602,2170.69,1.2793,Herbaceous - shrub-steppe,1
1.7,658864.7063,4598754.535,18991230,10/17/2014,P053,14.8048,0.0632,2207.98,1.3499,Herbaceous - shrub-steppe,1
1.7,674083.9313,4576965.545,18991230,11/4/2014,P053,13.6482,1.92,2042.99,1.3919,Herbaceous - shrub-steppe,1
1.7,629605.7708,4609357.44,18991230,10/12/2015,P053,16.2415,1.9153,2071.46,1.4028,Herbaceous - shrub-steppe,1
1.7,657474.8019,4601046.724,18991230,10/14/2014,P053,14.2297,0.0859,2101.26,1.4055,Herbaceous - shrub-steppe,1
1.7,627252.0478,4608441.309,18991230,10/11/2015,P053,24.2827,1.9034,2147.82,1.4289,Herbaceous - shrub-steppe,1
1.7,636300.4257,4607975.28,18991230,10/10/2014,P053,11.3919,1.8803,2118.61,1.4745,Herbaceous - shrub-steppe,1
1.7,657151.5118,4601291.815,18991230,10/13/2014,P053,14.9487,1.8623,2117.18,1.5065,Herbaceous - shrub-steppe,1
1.7,674446.8243,4577406.396,18991230,10/27/2014,P053,24.7574,1.8476,1990.32,1.5307,Herbaceous - shrub-steppe,1
1.7,670964.105,4581390.412,18991230,10/20/2015,P053,15.3218,1.8079,2138.93,1.5893,Herbaceous - shrub-steppe,1
1.7,672451.0242,4580872.416,18991230,10/21/2015,P053,45.1636,1.7832,2023.87,1.6218,Herbaceous - shrub-steppe,1
1.7,659797.2727,4596790.12,18991230,10/19/2014,P053,27.1268,1.7713,2238.97,1.6365,Herbaceous - shrub-steppe,1
1.7,674562.4298,4577230.322,18991230,10/29/2014,P053,27.6255,1.7279,1994.2,1.6857,Herbaceous - shrub-steppe,1
1.7,624416.5792,4609849.864,18991230,10/8/2014,P053,15.1882,0.2868,1929.24,1.701,Herbaceous - shrub-steppe,1
1.7,662586.1287,4588704.52,18991230,10/21/2014,P053,13.0845,1.6989,2151.63,1.7152,Herbaceous - shrub-steppe,1
1.7,674496.3875,4577399.811,18991230,10/31/2014,P053,33.5781,1.6757,2015.17,1.7372,Herbaceous - shrub-steppe,1
1.7,692356.9136,4568816.23,18991230,10/26/2015,P053,18.8674,1.6382,2033.64,1.7699,Herbaceous - shrub-steppe,1
1.7,671828.8048,4580746.553,18991230,10/24/2014,P053,15.4955,1.6266,2106.72,1.7794,Herbaceous - shrub-steppe,1
1.7,657162.6315,4601317.607,18991230,10/13/2014,P053,14.3822,1.5515,2114.3,1.8342,Herbaceous - shrub-steppe,1
1.7,673978.6129,4576887.479,18991230,11/4/2014,P053,9.66,1.4366,2041.25,1.8997,Herbaceous - shrub-steppe,1
1.7,658592.3218,4599903.779,18991230,10/16/2015,P053,31.3365,0.5802,2163.16,1.9076,Herbaceous - shrub-steppe,1
1.7,657669.2784,4600739.953,18991230,10/14/2014,P053,10.7643,0.6058,2098.58,1.919,Herbaceous - shrub-steppe,1
1.7,666238.8726,4587052.427,18991230,10/22/2014,P053,36.0025,0.6096,2162.78,1.9206,Herbaceous - shrub-steppe,1
1.7,674583.2014,4577376.349,18991230,11/9/2014,P053,10.4358,1.3326,2050.56,1.9431,Herbaceous - shrub-steppe,1
1.7,705239.7121,4537749.892,18991230,11/1/2015,P053,29.3516,1.3233,2562.1,1.9463,Herbaceous - shrub-steppe,1
1.7,672516.7897,4580781.778,18991230,10/21/2015,P053,19.7103,1.2519,2035.72,1.9678,Herbaceous - shrub-steppe,1
1.7,674169.0903,4576906.489,18991230,10/28/2014,P053,20.5228,0.9296,2034.14,1.9975,Herbaceous - shrub-steppe,1
1.7,673996.5347,4576873.467,18991230,11/3/2014,P053,16.767,0.9496,2035.47,1.9987,Herbaceous - shrub-steppe,1
1.7,689669.9307,4574004.147,18991230,10/25/2015,P053,10.9553,1.0454,2084.18,1.999,Herbaceous - shrub-steppe,1
1.7,658575.8292,4599856.762,18991230,10/17/2015,P053,18.6729,0.9813,2180.2,1.9998,Herbaceous - shrub-steppe,1
1.7,674051.4987,4576781.47,18991230,11/2/2014,P053,18.2912,1.0132,1998.2,1.9999,Herbaceous - shrub-steppe,1
1.7,673946.5937,4576965.585,18991230,11/6/2014,P053,18.3659,1.1584,2047.53,0.0126,Open tree canopy,1
1.7,674046.725,4576875.782,18991230,11/4/2014,P053,17.4198,1.4104,2013.75,0.0881,Open tree canopy,1
1.7,629469.3925,4609202.825,18991230,10/9/2014,P053,18.0151,0.11,2022.86,1.4559,Open tree canopy,1
1.7,703305.2346,4553824.77,18991230,11/14/2014,P053,22.428,1.1076,2220.52,0.0058,Shrubland,1
1.7,674460.5882,4577391.174,18991230,11/6/2014,P053,29.4152,0.8507,1998.49,0.0112,Shrubland,1
1.7,706148.6089,4550559.861,18991230,11/15/2014,P053,31.0049,0.7721,2127.58,0.0263,Shrubland,1
1.7,673318.5187,4578088.108,18991230,10/26/2014,P053,25.4201,0.7621,2071.55,0.0287,Shrubland,1
1.7,655411.2682,4603165.726,18991230,10/12/2014,P053,11.1492,0.6791,2105.36,0.0529,Shrubland,1
1.7,618675.6491,4611468.531,18991230,10/9/2015,P053,6.9447,0.3642,2000.22,0.2281,Shrubland,1
1.7,673742.4229,4578602.591,18991230,11/1/2014,P053,13.4256,1.7023,2087.23,0.2881,Shrubland,1
1.7,655249.3085,4603403.273,18991230,10/12/2014,P053,19.1043,0.1841,2062.57,0.4218,Shrubland,1
1.7,674403.5293,4577430.906,18991230,11/7/2014,P053,29.9965,0.1261,1971.68,0.514,Shrubland,1
1.7,674376.316,4577239.178,18991230,10/29/2014,P053,22.9394,0.1179,1969.34,0.5288,Shrubland,1
1.7,674537.823,4577487.458,18991230,11/8/2014,P053,12.8083,0.0986,2057.79,0.567,Shrubland,1
1.7,636262.6444,4607945.687,18991230,10/10/2014,P053,0.3177,1.9025,2120.77,0.5693,Shrubland,1
1.7,674258.3977,4577163.027,18991230,10/31/2014,P053,21.3708,0.0692,2011.81,0.6346,Shrubland,1
1.7,692284.8943,4569066.532,18991230,10/26/2015,P053,28.899,0.0511,1992.51,0.6845,Shrubland,1
1.7,614743.1087,4611466.786,18991230,10/7/2014,P053,7.6171,0.0256,2157.6,0.7752,Shrubland,1
1.7,603319.2118,4610135.047,18991230,10/6/2014,P053,2.2353,1.9821,1975.91,0.8117,Shrubland,1
1.7,691465.2445,4570962.559,18991230,10/25/2015,P053,21.5226,1.9846,2169.3,0.8251,Shrubland,1
1.7,674170.5626,4577891.886,18991230,11/1/2014,P053,19.3888,1.9904,2004.87,0.8615,Shrubland,1
1.7,674430.6854,4577520.43,18991230,10/30/2014,P053,28.762,1.9917,2010.62,0.8712,Shrubland,1
1.7,674447.1294,4577533.045,18991230,10/30/2014,P053,33.6447,1.9986,2022.25,1.0533,Shrubland,1
1.7,677790.5072,4576962.074,18991230,10/23/2015,P053,12.9348,1.9743,1992.19,1.2252,Shrubland,1
1.7,674455.7365,4577418.83,18991230,11/7/2014,P053,29.7927,1.9536,1999.96,1.301,Shrubland,1
1.7,705540.2275,4550398.307,18991230,11/15/2014,P053,12.0626,1.8927,2133.56,1.4507,Shrubland,1
1.7,674405.8994,4577506.504,18991230,10/27/2014,P053,37.1565,1.8426,1997.2,1.5386,Shrubland,1
1.7,673321.3354,4578110.393,18991230,10/26/2014,P053,31.2985,0.1654,2089.58,1.5509,Shrubland,1
1.7,691474.4591,4570962.801,18991230,10/25/2015,P053,20.9398,1.6708,2166.76,1.7416,Shrubland,1
1.7,674444.5634,4577430.781,18991230,10/27/2014,P053,32.3489,0.3666,1998.11,1.7739,Shrubland,1
1.7,674005.9156,4576831.479,18991230,11/2/2014,P053,24.3984,0.7339,2021.51,1.964,Shrubland,1
1.7,637992.2776,4608204.156,18991230,10/11/2014,P053,6.0137,0.7873,2049.48,1.9771,Shrubland,1
1.7,674501.7199,4577352.171,18991230,11/8/2014,P053,30.2574,0.9453,2005.05,1.9985,Shrubland,1
1.7,706115.4618,4550632.262,18991230,11/15/2014,P053,22.5624,1.0181,2155.01,1.9998,Shrubland,1
1.6,670486.9151,4582037.918,18991230,10/23/2014,P053,23.2819,1.9425,2128.7,1.3341,Herbaceous - grassland,1
1.6,668440.3602,4583503.045,18991230,10/23/2014,P053,13.2301,0.1127,2082.77,1.4612,Herbaceous - grassland,1
1.6,657256.3278,4601268.555,18991230,10/13/2014,P053,8.0609,1.0576,2092.4,0.0017,Herbaceous - shrub-steppe,1
1.6,658736.6554,4599717.008,18991230,10/17/2014,P053,21.4936,0.6453,2225.1,0.065,Herbaceous - shrub-steppe,1
1.6,678820.9584,4577150.694,18991230,11/12/2014,P053,11.5243,0.6424,2002.12,0.0661,Herbaceous - shrub-steppe,1
1.6,658709.5378,4599659.76,18991230,10/16/2014,P053,15.9623,0.589,2223.83,0.0884,Herbaceous - shrub-steppe,1
