altid,LMT_Date,LMT_Time,DOP,elevation,slope,sin_aspect,cos_aspect,veg_class,used
20038_17,4/24/2017,16:00,3,1542.76,40.6713,1.92377,0.617049,Shrubland,1
20038_17,4/24/2017,20:00,3.2,1732.1,59.7652,0.72103,1.9603,Shrubland,1
20038_17,4/30/2017,16:01,3.6,1957.13,166.342,0.553159,0.105386,Open Tree Canopy,1
20038_17,4/30/2017,20:00,3,1952.3,75.2884,1.22666,1.97397,Shrubland,1
20038_17,5/1/2017,8:00,4.2,2003.2,118.861,0.0355453,0.735752,Sparsely Vegetated,1
20038_17,5/1/2017,12:00,3.2,2003.2,118.861,0.0355453,0.735752,Sparsely Vegetated,1
22951,4/14/2017,16:00,2.2,1554.77,74.3297,1.9137,0.59362,Shrubland,1
22951,4/17/2017,4:00,4.4,1648.29,124.839,0.597716,0.0844851,Open Tree Canopy,1
22951,4/17/2017,8:00,2.2,1660.11,103.969,0.67882,0.0529819,Shrubland,1
22951,4/17/2017,12:01,2.8,1669.92,59.8157,0.352721,0.237747,Shrubland,1
22951,4/17/2017,16:00,2.4,1668.27,78.3948,1.4252,1.9051,Shrubland,1
22951,4/23/2017,16:00,2,1597.99,103.929,0.409418,0.193022,Shrubland,1
22951,4/24/2017,0:00,2.4,1507.47,57.763,1.01565,0.000122428,Shrubland,1
22951,4/24/2017,16:00,2.6,1542.76,76.3482,1.97752,1.21086,Shrubland,1
22951,4/29/2017,16:00,3,1685.81,103.799,1.41942,0.0922071,Shrubland,1
22952,5/22/2017,16:00,2.2,1680.23,73.3023,0.287994,1.70217,Shrubland,1
20015,5/19/2016,16:00,3.6,2059.33,131.661,1.60802,0.206082,Sparsely Vegetated,1
20015,5/20/2016,0:00,5.2,2135.61,116.556,0.923906,0.00289935,Open Tree Canopy,1
20015,5/20/2016,20:00,4,2041.45,88.6079,0.843782,0.0122773,Sparsely Vegetated,1
20015,5/24/2016,4:00,2,1707.69,145.183,1.89868,1.43861,Shrubland,1
20015,5/24/2016,8:00,2.6,1680.83,124.5,1.57756,1.81635,Shrubland,1
20015,5/24/2016,12:00,2.6,1719.28,177.044,0.293997,0.291791,Shrubland,1
20015,5/24/2016,16:00,4.4,1745.87,52.3044,0.977528,1.99975,Shrubland,1
20015,5/25/2016,20:00,4.6,1812.97,73.2218,1.43958,0.101794,Shrubland,1
20015,5/26/2016,0:00,3.2,1812.97,73.2218,1.43958,0.101794,Shrubland,1
20015,5/29/2016,0:01,2.4,1520.18,49.7422,1.03993,1.9992,Shrubland,1
20015,5/29/2016,4:00,2,1628.42,47.7829,1.87719,1.48014,Shrubland,1
20015,5/29/2016,8:00,1.8,1614.12,102.852,0.136538,0.495585,Shrubland,1
20015,5/29/2016,12:00,2.4,1614.12,95.9932,1.38772,1.92178,Open Tree Canopy,1
20015,5/29/2016,16:00,2.8,1614.12,95.9932,1.38772,1.92178,Open Tree Canopy,1
20015,6/2/2016,8:00,3.6,1678.88,70.6154,1.92739,0.625898,Open Tree Canopy,1
20015,6/2/2016,12:00,2.2,1674.25,77.1056,1.89442,0.55277,Open Tree Canopy,1
20015,6/4/2016,0:00,10,1611.01,89.9268,1.0481,0.0011577,Open Tree Canopy,1
20015,6/4/2016,8:00,3.2,1712.54,116.848,1.63461,0.227166,Open Tree Canopy,1
20015,6/4/2016,12:00,2.2,1712.54,116.848,1.63461,0.227166,Open Tree Canopy,1
20015,6/4/2016,16:01,2.6,1760.39,136.316,1.85055,1.5259,Shrubland,1
20015,6/5/2016,0:00,2.2,1515.22,62.1983,1.59512,1.80363,Shrubland,1
20015,6/8/2016,16:00,3.2,1476.92,17.3156,1.59307,0.194846,Shrubland,1
20015,6/8/2016,20:00,3.6,1484.21,64.6547,0.973723,0.00034529,Shrubland,1
20015,6/9/2016,4:00,2.6,1631.05,87.312,0.363694,0.228563,Shrubland,1
20015,6/9/2016,8:00,2.6,1624.56,90.1522,0.51047,0.128014,Shrubland,1
20015,6/9/2016,12:00,3,1629.43,147.92,1.99913,0.958307,Shrubland,1
20015,6/9/2016,16:00,2.4,1628.42,60.3872,0.816492,0.0169817,Shrubland,1
20015,6/10/2016,8:00,3.2,1647.1,77.6685,1.97037,0.758386,Shrubland,1
20015,6/10/2016,12:00,2.8,1652.41,53.154,1.58394,0.188204,Shrubland,1
20015,6/11/2016,8:00,3.2,1630.05,118.477,1.04848,0.00117594,Sparsely Vegetated,1
20015,6/11/2016,12:00,3.6,1614.93,57.9263,1.57072,1.82114,Shrubland,1
20022,5/26/2016,4:00,4.2,1925.03,76.7184,0.709513,0.043121,Open Tree Canopy,1
20022,5/27/2016,4:00,4.6,1645.92,119.444,1.27611,1.96113,Sparsely Vegetated,1
20022,5/27/2016,8:00,2.6,1630.05,118.477,1.04848,0.00117594,Sparsely Vegetated,1
20022,5/27/2016,12:00,3.6,1630.05,118.477,1.04848,0.00117594,Sparsely Vegetated,1
20022,5/28/2016,0:00,3.6,1558.8,117.616,1.99939,1.03493,Shrubland,1
20022,5/30/2016,16:00,3.2,1767.28,68.2935,1.71174,0.297553,Shrubland,1
20022,6/8/2016,8:00,3,1652.41,53.154,1.58394,0.188204,Shrubland,1
20022,6/8/2016,12:00,1.8,1652.41,53.154,1.58394,0.188204,Shrubland,1
20022,6/9/2016,12:00,3.8,1614.12,95.9932,1.38772,1.92178,Open Tree Canopy,1
20022,6/9/2016,16:00,3.4,1622.98,82.7682,1.19773,0.0197436,Shrubland,1
20022,6/11/2016,0:01,2,1499.57,68.9277,1.64089,0.232365,Shrubland,1
20022,6/11/2016,4:01,3.8,1595.75,89.372,0.290121,1.70432,Shrubland,1
20022,6/11/2016,8:00,3.4,1614.12,95.9932,1.38772,1.92178,Open Tree Canopy,1
20022,6/11/2016,12:00,2.6,1606.02,91.2483,0.000584185,1.03418,Shrubland,1
20022,6/11/2016,16:00,3.4,1622.86,107.261,1.2749,0.0385264,Shrubland,1
20022,6/18/2016,16:00,2.2,1744.9,113.919,0.300313,0.28555,Shrubland,1
20022,6/25/2016,4:00,3,1628.28,226.28,0.439404,0.171911,Open Tree Canopy,1
20022,6/25/2016,8:00,3.2,1679.62,182.589,1.13176,1.99128,Shrubland,1
20022,6/25/2016,12:00,3,1643.46,133.684,1.47074,0.117726,Sparsely Vegetated,1
20022,6/25/2016,16:00,2,1668.83,91.3363,1.88254,1.47024,Open Tree Canopy,1
20034,5/29/2016,4:00,3.8,1665.79,131.847,1.07226,0.0026145,Shrubland,1
20034,5/29/2016,8:00,2.4,1665.79,131.847,1.07226,0.0026145,Open Tree Canopy,1
20034,5/29/2016,12:00,2,1665.79,131.847,1.07226,0.0026145,Open Tree Canopy,1
20034,5/30/2016,16:00,2.8,1760.85,70.7687,1.699,0.284876,Shrubland,1
20034,6/1/2016,8:03,5.4,1668.61,144.822,1.7908,1.61208,Open Tree Canopy,1
20034,6/1/2016,12:00,2.6,1684.21,307.468,1.87738,1.4798,Open Tree Canopy,1
20034,6/1/2016,16:00,2,1748.55,114.291,0.572779,0.0958527,Shrubland,1
20034,6/1/2016,20:00,3.2,1777.97,78.8058,0.2765,1.69032,Shrubland,1
20034,6/4/2016,0:00,2.8,1602.76,42.285,0.549426,1.89274,Shrubland,1
20034,6/4/2016,8:00,4.6,1715.13,102.802,1.47056,0.117633,Shrubland,1
20034,6/4/2016,12:00,4.4,1708.09,126.022,1.87163,1.49017,Shrubland,1
20034,6/5/2016,0:00,1.6,1520.24,99.8223,1.64912,1.76069,Shrubland,1
20034,6/6/2016,8:00,4.2,1663.25,112.611,0.00439495,0.906348,Shrubland,1
20034,6/6/2016,12:01,3.2,1669.67,123.788,1.18547,0.0173497,Shrubland,1
20034,6/7/2016,4:01,2.6,1673.83,113.029,0.0983679,1.4325,Shrubland,1
20034,6/7/2016,8:00,4,1659.12,113.463,1.18421,0.0171123,Shrubland,1
20034,6/7/2016,12:00,4.2,1663.25,112.611,0.00439495,0.906348,Shrubland,1
20034,6/8/2016,8:01,3,1647.1,77.6685,1.97037,0.758386,Shrubland,1
20034,6/8/2016,12:00,4,1641.46,86.6886,1.30284,1.95304,Shrubland,1
20034,6/8/2016,16:00,3,1501.91,60.2239,1.45713,0.1106,Shrubland,1
20034,6/9/2016,8:00,2.6,1677.16,117.931,1.95215,0.694371,Shrubland,1
20034,6/9/2016,12:00,2,1677.16,117.931,1.95215,0.694371,Shrubland,1
20034,6/10/2016,8:01,3,1595.85,68.5597,1.09257,0.0042938,Shrubland,1
20034,6/10/2016,12:00,2,1595.85,73.378,1.92253,0.614083,Shrubland,1
20034,6/11/2016,0:00,2.6,1493.51,57.0771,1.69864,0.284523,Shrubland,1
20034,6/11/2016,4:00,3.2,1624.56,90.1522,0.51047,0.128014,Shrubland,1
20034,6/11/2016,8:00,3.4,1605.08,126.569,5.79E-05,0.989243,Shrubland,1
20034,6/11/2016,12:00,2,1605.08,126.569,5.79E-05,0.989243,Shrubland,1
20034,6/20/2016,4:00,2.4,1634,109.224,1.5158,1.85671,Sparsely Vegetated,1
20034,6/20/2016,8:00,2.4,1629.9,81.4317,1.85535,1.51805,Shrubland,1
20034,6/20/2016,12:00,3.6,1635.32,47.86,0.278803,1.69273,Open Tree Canopy,1
20034,6/24/2016,0:01,4.2,1556.72,91.2729,0.0591075,0.661295,Shrubland,1
20034,6/24/2016,4:00,2.6,1576.82,203.631,1.35208,1.93597,Open Tree Canopy,1
20034,6/24/2016,8:02,3.4,1590.89,146.808,0.704046,1.9552,Open Tree Canopy,1
20034,6/24/2016,12:00,3,1590.44,124.105,0.103343,1.44273,Shrubland,1
20034,6/25/2016,8:00,2.2,1644.43,103.829,0.572093,1.90382,Sparsely Vegetated,1
20034,6/25/2016,12:01,4.4,1653.13,113.314,1.92986,0.632092,Sparsely Vegetated,1
20034,6/26/2016,8:00,3.6,1590.69,78.6504,1.96385,0.733569,Shrubland,1
20034,6/26/2016,16:00,2.6,1531.65,103.937,0.400798,0.199402,Shrubland,1
20034,6/28/2016,0:00,4.2,1490.69,28.7609,0.530321,0.117163,Shrubland,1
20038,4/20/2016,4:00,2.8,1933.83,55.0368,0.00306934,0.921711,Shrubland,1
20038,4/20/2016,8:00,2.2,1909.38,62.7922,0.00202906,0.936329,Shrubland,1
20038,4/29/2016,16:00,5,1781.4,85.3143,1.80807,1.58909,Shrubland,1
20038,5/9/2016,20:02,4.4,1948.81,72.6221,0.63018,1.9291,Shrubland,1
20038,5/10/2016,4:00,5,2022.43,49.3181,1.87715,1.48022,Shrubland,1
20038,5/10/2016,8:00,5,2018.84,48.2331,1.57844,1.81573,Open Tree Canopy,1
20038,5/10/2016,16:00,2.8,2036.33,157.335,0.323118,1.73609,Shrubland,1
20038,5/11/2016,4:00,5.8,2016.17,56.6836,1.89439,1.44729,Open Tree Canopy,1
20038,5/11/2016,8:03,21.2,2025.16,78.9757,1.95788,0.712842,Shrubland,1
20038,5/11/2016,12:01,6.2,2017.72,49.1193,0.261083,0.326204,Shrubland,1
20038,5/12/2016,4:00,2.4,1980.21,84.9693,0.32044,0.26638,Open Tree Canopy,1
20038,5/12/2016,8:00,3,1980.21,84.9693,0.32044,0.26638,Open Tree Canopy,1
20038,5/12/2016,12:01,4,1975.98,85.1975,1.53531,1.84465,Shrubland,1
20038,5/15/2016,0:01,4.2,1838.45,99.2853,0.280504,0.305503,Shrubland,1
20038,5/16/2016,4:00,2.6,1917.14,80.7026,0.51806,0.123796,Shrubland,1
20038,5/16/2016,16:01,3.8,1919.11,92.2693,0.340125,1.75138,Herbaceous-Shrub Steppe,1
20038,5/17/2016,16:01,2.4,1818.78,75.0936,1.95086,0.690368,Shrubland,1
20038,5/17/2016,20:01,3.4,1798.08,80.4429,1.44956,0.106751,Shrubland,1
20044,5/24/2016,4:00,3,1665.21,270.426,0.903251,1.99531,Sparsely Vegetated,1
20044,5/24/2016,8:00,3.8,1645.18,180.821,0.101203,1.43837,Sparsely Vegetated,1
20044,5/24/2016,12:00,1.8,1658.23,205.712,0.628269,1.92834,Shrubland,1
20044,5/24/2016,16:00,4.4,1753.97,74.0538,0.973588,0.000348866,Shrubland,1
20044,5/25/2016,20:00,2.4,1769.3,34.106,0.0896462,1.41383,Shrubland,1
20044,5/29/2016,0:00,3.2,1531.77,84.3025,0.000599802,0.965369,Shrubland,1
20044,5/29/2016,4:00,3.6,1630.35,90.8647,1.90949,1.41574,Open Tree Canopy,1
20044,5/29/2016,8:00,2.4,1621.43,108.652,1.45015,1.89295,Open Tree Canopy,1
20044,5/29/2016,16:00,2.8,1621.43,108.652,1.45015,1.89295,Open Tree Canopy,1
20044,6/8/2016,4:00,2.4,1578.41,62.9112,1.54734,1.83691,Shrubland,1
20044,6/8/2016,8:00,3.2,1588.52,165.2,1.26028,1.96553,Open Tree Canopy,1
20044,6/8/2016,12:00,2.2,1601.4,130.688,0.934858,0.00212401,Open Tree Canopy,1
20044,6/8/2016,16:00,3.2,1617.71,150.022,0.00581568,1.10769,Open Tree Canopy,1
20044,6/11/2016,0:00,2.2,1497.28,38.3383,1.29089,0.043244,Shrubland,1
20044,6/24/2016,0:00,4.2,1522,89.0832,0.77645,0.0253074,Shrubland,1
20038_17,4/12/2017,0:00,1.6,1937.78,52.1602,0.499872,0.134049,Open Tree Canopy,1
20038_17,4/12/2017,4:00,3.6,2043.21,112.105,1.39533,0.0814588,Sparsely Vegetated,1
20038_17,4/12/2017,8:00,3.8,2058.33,243.834,0.176806,0.432239,Sparsely Vegetated,1
20038_17,4/12/2017,12:00,2.6,2054.61,143.066,0.405967,0.195559,Sparsely Vegetated,1
20038_17,4/12/2017,16:00,3.6,2015.47,80.0992,1.68315,0.269719,Sparsely Vegetated,1
20038_17,4/14/2017,4:00,3.2,2057.54,51.7915,0.34675,1.75714,Shrubland,1
20038_17,4/14/2017,8:00,5,2044.06,140.112,0.160062,0.457317,Herbaceous-Shrub Steppe,1
20038_17,4/14/2017,16:00,2.8,1950.8,82.1215,0.137415,0.494088,Shrubland,1
20038_17,4/22/2017,4:00,2.8,1700,61.568,1.33428,0.057525,Open Tree Canopy,1
20038_17,4/22/2017,8:00,2.2,1700,61.568,1.33428,0.057525,Open Tree Canopy,1
20038_17,4/22/2017,12:00,3,1700,61.568,1.33428,0.057525,Open Tree Canopy,1
20038_17,4/22/2017,16:00,3,1703.32,64.2104,0.0307892,0.753767,Shrubland,1
20038_17,4/22/2017,20:00,2.4,1754.63,43.9489,0.742926,0.0336083,Shrubland,1
20038_17,4/23/2017,4:00,6.2,1676.77,92.7437,0.0588745,1.33806,Shrubland,1
20038_17,4/23/2017,8:00,2.6,1669.86,127.582,0.000150204,0.982668,Shrubland,1
20038_17,4/23/2017,12:00,4,1683.62,40.3374,0.00338238,0.917821,Shrubland,1
20038_17,4/24/2017,4:00,2.2,1652.41,53.154,1.58394,0.188204,Shrubland,1
20038_17,4/24/2017,8:00,2.6,1647.1,82.8348,0.536858,0.113716,Shrubland,1
20038_17,4/24/2017,12:00,2.6,1652.41,69.2669,0.433676,0.175817,Shrubland,1
20038_17,5/1/2017,0:01,4.2,1915.99,52.2753,1.94539,0.674052,Shrubland,1
20038_17,5/1/2017,16:00,3.4,2025.23,175.915,1.9281,0.627672,Sparsely Vegetated,1
20038_17,5/1/2017,20:00,3.2,2079.98,166.572,0.503226,1.86788,Sparsely Vegetated,1
20038_17,5/2/2017,4:00,6.2,2125.16,98.2937,0.5938,0.0862157,Open Tree Canopy,1
20038_17,5/2/2017,8:00,1.8,2113.94,76.815,0.778441,0.0248531,Open Tree Canopy,1
20038_17,5/2/2017,12:00,2.2,2113.94,76.815,0.778441,0.0248531,Open Tree Canopy,1
20038_17,5/8/2017,8:00,4.6,2047.38,11.9663,0.189851,0.413776,Shrubland,1
20038_17,5/8/2017,12:00,2.2,2046.62,28.8264,0.0063138,1.1122,Shrubland,1
22951,4/14/2017,8:00,5.2,1654.25,117.876,1.38113,0.0754805,Shrubland,1
22951,4/14/2017,12:00,2.6,1659.12,113.463,1.18421,0.0171123,Shrubland,1
22951,4/22/2017,4:00,2.8,1668.61,144.822,1.7908,1.61208,Open Tree Canopy,1
22951,4/22/2017,8:00,2.6,1684.21,307.468,1.87738,1.4798,Open Tree Canopy,1
22951,4/22/2017,12:00,3,1684.21,307.468,1.87738,1.4798,Open Tree Canopy,1
22951,4/22/2017,16:00,2.4,1691.25,115.06,1.10117,0.00513113,Shrubland,1
22951,4/22/2017,20:00,2,1744.9,113.919,0.300313,0.28555,Shrubland,1
22951,4/23/2017,4:00,2,1683.62,40.3374,0.00338238,0.917821,Shrubland,1
22951,4/23/2017,8:00,2.6,1683.62,40.3374,0.00338238,0.917821,Shrubland,1
22951,4/23/2017,12:01,3.8,1675.9,83.4645,0.000625968,1.03538,Shrubland,1
22951,4/24/2017,4:00,2.6,1655.98,71.1387,1.78805,1.61561,Shrubland,1
22951,4/24/2017,8:00,3.2,1647.1,82.8348,0.536858,0.113716,Shrubland,1
22951,4/24/2017,12:00,2,1637.1,73.2102,0.992775,1.99997,Shrubland,1
22951,4/26/2017,8:00,2.6,1751.52,147.975,0.0344723,1.2603,Shrubland,1
22951,4/26/2017,12:01,3.2,1745.26,152.82,0.586642,1.91057,Open Tree Canopy,1
22951,4/26/2017,16:00,3.2,1792.9,63.1791,0.654692,1.93849,Shrubland,1
22951,4/30/2017,4:00,2.4,1780.68,77.4885,0.135544,1.50271,Shrubland,1
22951,4/30/2017,8:00,3.8,1816.06,91.1768,0.529897,1.88261,Shrubland,1
22951,4/30/2017,12:00,3.8,1805.59,134.023,1.34145,0.0600992,Shrubland,1
22951,4/30/2017,16:00,3.6,1867.95,78.4572,1.13683,1.99059,Open Tree Canopy,1
22951,5/7/2017,4:00,4.8,2054.43,122.779,1.96109,0.723749,Open Tree Canopy,1
22951,5/7/2017,8:00,3.2,2073.69,66.275,1.71545,1.69867,Open Tree Canopy,1
22952,5/4/2017,16:00,2.8,1984.02,47.9573,0.39562,0.203304,Shrubland,1
22952,5/9/2017,20:00,2,2097.85,45.0544,0.0426825,1.28904,Open Tree Canopy,1
22953,5/7/2017,4:00,4.8,1868.15,67.981,1.09734,1.99525,Shrubland,1
22953,5/7/2017,12:00,3.8,1842.23,61.9157,1.63623,1.7715,Shrubland,1
22953,5/7/2017,16:00,4,1846.15,55.7693,1.2967,0.0450284,Shrubland,1
22953,5/8/2017,4:00,2.6,2074.09,152.789,1.68441,0.270899,Open Tree Canopy,1
22953,5/8/2017,8:00,3,2048.15,80.4099,1.90709,0.579059,Shrubland,1
22953,5/8/2017,12:00,2.2,2050.35,106.255,1.71977,0.305784,Shrubland,1
20015,5/14/2016,0:00,3,2169.55,96.3044,1.9946,1.10375,Shrubland,1
20015,5/14/2016,16:01,3,2118.89,145.407,0.44241,0.169883,Shrubland,1
20015,5/14/2016,20:01,5.8,1885.99,72.9352,0.189657,1.58596,Shrubland,1
20015,5/15/2016,16:00,2.6,2157.73,85.5265,0.679437,0.0527728,Open Tree Canopy,1
20015,5/20/2016,4:01,5.2,2130.05,140.549,1.99995,0.989558,Shrubland,1
20015,5/20/2016,8:01,3.4,2120.24,68.1383,0.212752,0.383364,Open Tree Canopy,1
20015,5/20/2016,12:00,3.4,2119.6,101.9,1.9969,0.921328,Open Tree Canopy,1
20015,5/25/2016,4:00,4.8,1884.78,88.8595,0.0623895,0.652313,Shrubland,1
20015,5/25/2016,8:00,2.8,1881.73,81.8814,1.10479,0.00550616,Shrubland,1
20015,5/25/2016,12:00,1.8,1893.03,84.7352,0.092172,0.580657,Shrubland,1
20015,5/25/2016,16:00,3.2,1876.49,85.2677,0.000219822,1.02097,Shrubland,1
20015,5/29/2016,20:00,2.4,1607.39,102.691,1.9449,1.32736,Shrubland,1
20015,5/30/2016,0:00,6.8,1665.93,64.3625,1.63444,1.77297,Shrubland,1
20015,5/30/2016,4:00,6.4,1720.86,81.5974,1.89491,0.553746,Shrubland,1
20015,5/30/2016,8:00,2.2,1714.37,100.168,1.28925,0.0427458,Shrubland,1
20015,5/30/2016,12:00,2.4,1714.37,100.168,1.28925,0.0427458,Shrubland,1
20015,5/30/2016,16:00,2.8,1666.61,85.6111,1.51278,1.85852,Shrubland,1
20015,6/2/2016,4:00,2,1750.2,38.5522,0.556954,1.8965,Shrubland,1
20015,6/5/2016,4:01,4.4,1799.73,59.5705,0.323233,0.263803,Shrubland,1
20015,6/5/2016,8:00,2.4,1812.03,122.663,0.324044,0.263058,Open Tree Canopy,1
20015,6/5/2016,12:00,1.6,1812.03,122.663,0.324044,0.263058,Open Tree Canopy,1
20015,6/7/2016,16:00,4.2,1623.9,70.0652,1.95311,0.697389,Shrubland,1
20015,6/7/2016,20:00,2.2,1624.29,68.9211,1.01729,1.99985,Shrubland,1
20015,6/9/2016,20:01,3.4,1602.31,117.151,1.96851,0.751039,Open Tree Canopy,1
20022,5/28/2016,4:00,4.4,1716.21,96.0062,0.405643,1.8042,Shrubland,1
20022,5/28/2016,8:01,3.2,1716.21,96.0062,0.405643,1.8042,Shrubland,1
20022,5/28/2016,12:00,2.2,1708.12,127.665,0.085007,1.40347,Shrubland,1
20022,5/30/2016,4:00,6.2,1808.09,110.264,0.531481,1.88345,Open Tree Canopy,1
20022,5/30/2016,8:00,2.8,1792.98,157.497,0.707361,0.0437771,Shrubland,1
20022,5/30/2016,12:00,2.4,1768.35,114.515,0.402482,1.80186,Shrubland,1
20022,6/8/2016,4:00,2.6,1652.76,75.8503,1.52759,0.150503,Shrubland,1
20022,6/8/2016,16:00,3.4,1647.52,70.4542,0.0342346,0.740583,Shrubland,1
20022,6/8/2016,20:00,2.2,1681.77,59.6064,0.018716,1.19257,Shrubland,1
20022,6/9/2016,4:00,2.2,1618.43,87.2958,0.0103799,1.14371,Shrubland,1
20022,6/9/2016,8:00,2.2,1618.43,87.2958,0.0103799,1.14371,Shrubland,1
20022,6/18/2016,20:00,2.4,1750.95,72.4308,0.400841,1.80063,Shrubland,1
20022,6/24/2016,20:00,2.2,1681.77,59.6064,0.018716,1.19257,Shrubland,1
20034,5/29/2016,16:00,2.8,1714.96,88.1114,0.049876,0.688127,Shrubland,1
20034,5/30/2016,4:00,6.2,1803.06,100.93,1.85055,0.474107,Open Tree Canopy,1
20034,5/30/2016,8:00,2.4,1787.05,99.8958,1.03971,1.99921,Shrubland,1
20034,5/30/2016,12:00,2.4,1805.68,131.614,0.990667,0.000043571,Open Tree Canopy,1
20034,5/30/2016,20:00,2.4,1835.36,87.276,0.286736,1.7009,Shrubland,1
20034,5/31/2016,8:00,2.4,1802.16,110.346,0.249877,1.6613,Shrubland,1
20034,5/31/2016,12:00,2.4,1789.92,100.975,0.326185,1.7389,Shrubland,1
20034,6/2/2016,4:00,3.8,1790.57,62.2872,0.21008,0.38679,Open Tree Canopy,1
20034,6/2/2016,8:00,2.4,1808.08,43.3627,0.31718,0.269413,Open Tree Canopy,1
20034,6/2/2016,12:00,2,1812.03,122.663,0.324044,0.263058,Open Tree Canopy,1
20034,6/5/2016,8:00,2.4,1812.03,122.663,0.324044,0.263058,Open Tree Canopy,1
20034,6/5/2016,12:00,1.8,1812.03,122.663,0.324044,0.263058,Open Tree Canopy,1
20034,6/6/2016,4:00,2.6,1731.99,90.5475,0.178252,0.430149,Shrubland,1
20034,6/6/2016,16:00,3.2,1693.92,90.3743,0.126744,0.512738,Shrubland,1
20034,6/7/2016,16:00,1.4,1740.3,41.2782,0.240199,0.349844,Shrubland,1
20034,6/8/2016,4:00,1.8,1667.48,82.7322,0.230661,0.361159,Shrubland,1
20034,6/10/2016,20:00,2,1494.91,81.1042,0.000670016,1.0366,Shrubland,1
20034,6/21/2016,8:00,1.8,1623.16,73.1707,1.84083,0.458695,Shrubland,1
20034,6/21/2016,12:00,6.4,1618.43,87.2958,0.0103799,1.14371,Shrubland,1
20034,6/22/2016,16:00,2.4,1855.7,101.589,0.689979,0.0492703,Shrubland,1
20038,4/26/2016,16:01,3,1906.92,106.519,1.36881,0.0704961,Shrubland,1
20038,4/26/2016,20:02,5.6,2002.57,65.9511,1.83355,1.55245,Shrubland,1
20038,5/4/2016,4:00,5.8,2024.49,157.735,1.7224,0.308522,Shrubland,1
20038,5/5/2016,4:00,3.6,1998.97,166.199,0.242239,0.347468,Shrubland,1
20038,5/5/2016,8:00,7.6,2010.26,88.4081,0.366106,1.77342,Shrubland,1
20038,5/5/2016,16:01,4.6,1987.4,195.343,0.604765,0.08142,Open Tree Canopy,1
20038,5/6/2016,4:00,2.8,2009.31,102.889,0.0551574,0.672475,Open Tree Canopy,1
20038,5/6/2016,8:00,2.8,2010.88,86.7166,0.16734,0.446215,Open Tree Canopy,1
20038,5/6/2016,12:01,5,1995.14,55.0977,1.79174,1.61086,Open Tree Canopy,1
20038,5/7/2016,4:00,3.2,2032.53,89.6934,0.275304,0.310931,Herbaceous-Shrub Steppe,1
20038,5/7/2016,8:00,2.8,2024.79,114.363,0.678656,0.0530375,Herbaceous-Shrub Steppe,1
20038,5/7/2016,12:01,5,2024.79,114.363,0.678656,0.0530375,Herbaceous-Shrub Steppe,1
20038,5/7/2016,20:01,4.4,2092.38,85.0615,1.62804,1.77818,Herbaceous-Shrub Steppe,1
20038,5/11/2016,16:00,4.8,2058.72,121.993,1.85592,1.51712,Shrubland,1
20038,5/11/2016,20:01,4.8,2045.68,71.8627,1.74841,0.33676,Open Tree Canopy,1
20038,5/12/2016,16:00,2.4,2072.86,47.4036,0.712743,0.0421466,Open Tree Canopy,1
20038,5/13/2016,8:00,5,2025.34,97.8772,0.184229,0.421625,Herbaceous-Shrub Steppe,1
20038,5/13/2016,12:00,2.4,2024.79,114.363,0.678656,0.0530375,Herbaceous-Shrub Steppe,1
20038,5/15/2016,20:03,6,2013.87,67.9044,1.96494,0.737536,Shrubland,1
20038,5/17/2016,4:00,2.6,1895.33,81.5336,0.852569,0.0109277,Shrubland,1
20038,5/17/2016,8:00,3.8,1885.9,85.4645,1.38912,0.0788126,Shrubland,1
20038,5/17/2016,12:01,8,1895.33,81.5336,0.852569,0.0109277,Shrubland,1
20038,5/19/2016,0:00,5.4,1918.19,103.6,1.9535,0.698606,Open Tree Canopy,1
20038,5/19/2016,4:00,2.6,1897.1,151.533,0.562566,1.89925,Open Tree Canopy,1
20038,5/19/2016,8:00,3.8,1967.59,89.6104,1.54815,0.163619,Shrubland,1
20038,5/19/2016,12:00,2.4,2086.23,70.1481,1.68581,0.27222,Herbaceous-Shrub Steppe,1
20044,5/25/2016,16:00,4.2,1893.03,84.7352,0.092172,0.580657,Shrubland,1
20044,5/29/2016,12:00,2.4,1615.07,110.162,1.1589,1.9873,Open Tree Canopy,1
20044,5/29/2016,20:00,2.6,1617.22,74.584,0.693462,1.95186,Shrubland,1
20044,5/30/2016,0:00,2.4,1618.43,87.2958,0.0103799,1.14371,Shrubland,1
20044,5/30/2016,4:00,6.2,1720.86,81.5974,1.89491,0.553746,Shrubland,1
20044,5/30/2016,8:00,5.2,1716.21,96.0062,0.405643,1.8042,Shrubland,1
20044,5/30/2016,12:00,2.4,1716.21,96.0062,0.405643,1.8042,Shrubland,1
20044,5/30/2016,16:00,1.6,1673.73,90.9732,0.509916,1.87168,Shrubland,1
20044,6/11/2016,4:00,2.2,1580.48,45.6282,0.971652,1.9996,Shrubland,1
20044,6/11/2016,12:00,4.6,1580.48,45.6282,0.971652,1.9996,Shrubland,1
20044,6/11/2016,16:00,1.4,1618.43,87.2958,0.0103799,1.14371,Shrubland,1
20044,6/11/2016,20:00,2.2,1613.75,117.1,1.96831,0.750242,Shrubland,1
20044,6/23/2016,16:00,2.2,1621.87,80.9969,1.64005,0.231666,Shrubland,1
20044,6/23/2016,20:00,2.4,1599.43,47.3972,1.25612,1.96664,Shrubland,1
20044,6/24/2016,4:00,3,1583.36,66.8171,0.00640082,1.11296,Shrubland,1
